256,11.446,256
256,11.438,256
256,11.426,256
256,11.41,256
256,11.39,256
256,11.366,256
256,11.338,256
256,11.306,256
256,11.27,256
256,11.23,256
256,11.186,256
256,11.138,256
256,11.086,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256,11.05,256
256.0001,11.05,256.0003
256.0007,11.05,256.0015
256.0019,11.04998,256.0041
256.0044,11.04987,256.0093
256.0101,11.04935,256.0205
256.018,11.04801,256.0356
256.0282,11.04519,256.055
256.041,11.04789,256.0795
256.0574,11.04586,256.1107
256.0794,11.04205,256.1525
256.1067,11.044,256.2043
256.1382,11.05,256.2641
256.1741,11.05,256.332
256.2152,11.05,256.4094
256.2619,11.05,256.4973
256.3145,11.05,256.5958
256.3728,11.05,256.7048
256.4371,11.05,256.8241
256.5038,11.05,256.9472
256.571,11.04384,257.0699
256.6379,11.05,257.1916
256.7055,11.05,257.3138
256.7737,11.05,257.436
256.8421,11.05,257.558
256.9113,11.05,257.6797
256.9809,11.05,257.8011
257.0509,11.04675,257.9223
257.1212,11.04768,258.043
257.1917,11.05,258.1633
257.2634,11.04975,258.2834
257.3357,11.04714,258.4032
257.4084,11.04176,258.5227
257.4817,11.05,258.6418
257.5552,11.05,258.7602
257.6302,11.05,258.8784
257.7057,11.05,258.9962
257.7819,11.05,259.1136
257.8586,11.05,259.2307
