288.3971,11.05,281.7713
288.4929,11.05,281.6692
288.5873,11.05,281.5659
288.6803,11.05,281.4613
288.7716,11.05,281.3553
288.8615,11.05,281.248
288.9506,11.05,281.14
289.0383,11.04696,281.0309
289.1244,11.05,280.9206
289.2086,11.05,280.8089
289.2907,11.05,280.6956
289.3709,11.05,280.5809
289.4494,11.04985,280.465
289.5262,11.05,280.3481
289.6017,11.05,280.2302
289.6754,11.05,280.1113
289.7474,11.05,279.9912
289.8171,11.04826,279.8699
289.885,11.05,279.748
289.9504,11.05,279.6243
290.014,11.04976,279.4996
290.076,11.0427,279.3742
290.1354,11.042,279.248
290.1935,11.05,279.1221
290.2483,11.05,278.994
290.3011,11.05,278.8644
290.3519,11.05,278.7339
290.3999,11.05,278.6025
290.4464,11.04964,278.4705
290.4905,11.05,278.3378
290.5324,11.05,278.2043
290.5721,11.04382,278.0701
290.6102,11.05,277.9363
290.6445,11.05,277.801
290.6759,11.05,277.6646
290.7049,11.05,277.5277
290.7315,11.05,277.3904
290.7575,11.05,277.2528
290.781,11.05,277.1149
290.8019,11.05,276.9765
290.8204,11.04981,276.8378
290.8362,11.05,276.6988
290.8488,11.05,276.5594
290.8589,11.05,276.4199
290.8669,11.05,276.2802
290.8723,11.05,276.1404
290.875,11.04004,276.0004
290.8761,11.05,275.8613
290.8728,11.05,275.7222
290.8666,11.05,275.5824
290.8571,11.05,275.4428
290.8447,11.05,275.3034
290.831,11.05,275.1642
290.8144,11.0492,275.0252
290.7951,11.0447,274.8869
290.7734,11.05,274.7492
290.7477,11.05,274.6118
290.7184,11.05,274.475
290.6863,11.05,274.3388
290.6514,11.05,274.2033
290.6136,11.04408,274.0686
290.5747,11.05,273.935
290.5313,11.05,273.8023
290.4842,11.05,273.6705
290.4342,11.04298,273.5398
290.3815,11.04947,273.4105
290.3253,11.05,273.2827
290.2669,11.05,273.1555
290.2064,11.04892,273.0294
290.1432,11.05,272.9048
290.0763,11.04265,272.7819
290.0078,11.04992,272.6603
289.9357,11.05,272.5409
289.86,11.05,272.4232
289.7815,11.05,272.3073
289.701,11.05,272.1928
289.6186,11.04198,272.0797
289.5351,11.05,271.9684
289.4465,11.05,271.8607
289.355,11.05,271.7548
289.261,11.05,271.6511
289.1639,11.05,271.5503
289.065,11.04468,271.4513
288.9658,11.05,271.3533
288.8635,11.05,271.2581
288.7588,11.05,271.1653
288.6516,11.04284,271.0753
288.5491,11.05,270.9908
288.4547,11.05,270.9145
288.369,11.05,270.8464
288.2924,11.05,270.7862
288.2249,11.05,270.7337
288.1669,11.05,270.6887
288.1183,11.05,270.6512
288.0791,11.0421,270.621
288.0486,11.04704,270.5974
288.0275,11.04906,270.5812
288.014,11.04976,270.5709
288.0047,11.04997,270.5637
287.9988,11.05,270.5592
287.9955,11.05,270.5567
287.9942,11.05,270.5557
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9939,11.05,270.5554
287.9944,11.05,270.5558
287.9963,11.05,270.5573
288.0003,11.05,270.5604
288.0066,11.04995,270.5652
288.0164,11.04966,270.5728
288.0316,11.04875,270.5844
288.0519,11.04662,270.6
288.0782,11.04227,270.6203
288.1116,11.05,270.6459
288.1514,11.05,270.6765
288.2007,11.05,270.7144
288.258,11.05,270.7585
288.3247,11.05,270.8098
288.401,11.05,270.8685
288.4868,11.05,270.9344
288.5822,11.04992,271.0078
288.687,11.04013,271.0883
288.7959,11.05,271.1721
288.9062,11.05,271.2569
289.0171,11.04963,271.3422
289.128,11.05,271.4275
289.239,11.05,271.5128
289.3499,11.05,271.5981
289.4514,11.05,271.6761
289.5433,11.05,271.7468
289.6257,11.05,271.8102
289.6986,11.05,271.8662
289.762,11.05,271.9149
289.8159,11.05,271.9563
289.8602,11.05,271.9904
289.8951,11.04056,272.0172
289.921,11.04147,272.0372
289.9398,11.04211,272.0516
289.9536,11.0424,272.0622
289.963,11.04218,272.0695
