-0.003315065,-0.9763111,0.01499618,0.2158258
-0.003267923,-0.9769845,0.01500653,0.2127567
-0.003219702,-0.9776629,0.01501695,0.2096173
-0.003120588,-0.9790242,0.01503786,0.2031646
-0.003120588,-0.9790242,0.01503786,0.2031646
-0.003016286,-0.9804088,0.01505912,0.1963741
-0.00296239,-0.9811051,0.01506982,0.1928653
-0.002907682,-0.9817986,0.01508047,0.1893036
-0.002794967,-0.983185,0.01510177,0.1819654
-0.002736967,-0.9838763,0.01511238,0.1781893
-0.00267734,-0.9845715,0.01512306,0.1743074
-0.002616619,-0.9852632,0.01513369,0.1703542
-0.002554774,-0.9859509,0.01514425,0.1663279
-0.002428106,-0.9873067,0.01516507,0.1580813
-0.002363249,-0.9879735,0.01517531,0.1538588
-0.002296735,-0.9886382,0.01518552,0.1495285
-0.002229405,-0.9892912,0.01519556,0.1451451
-0.002160966,-0.9899347,0.01520544,0.1406894
-0.002020798,-0.9911888,0.0152247,0.1315639
-0.001949043,-0.9917976,0.01523405,0.1268923
-0.001875884,-0.9923954,0.01524324,0.1221294
-0.001801652,-0.9929782,0.01525219,0.1172966
-0.001726305,-0.9935454,0.0152609,0.1123913
-0.001572001,-0.9946304,0.01527756,0.1023455
-0.001493076,-0.9951457,0.01528548,0.0972071
-0.001413033,-0.9956409,0.01529309,0.09199602
-0.001331894,-0.9961149,0.01530037,0.08671355
-0.001249346,-0.9965681,0.01530733,0.08133934
-0.001165994,-0.9969962,0.0153139,0.0759128
-0.0009953961,-0.9977797,0.01532594,0.06480616
-0.0009084386,-0.9981313,0.01533134,0.05914488
-0.000820118,-0.9984554,0.01533632,0.05339486
-0.0007307248,-0.9987496,0.01534084,0.047575
-0.0006402098,-0.9990129,0.01534488,0.04168212
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
-0.0005463985,-0.999249,0.01534851,0.03557463
